level,score_mode,metric,point,ci_low,ci_high,std,iterations
patient_mean,ensemble_mse_l1_retina,recall,0.8268482490272373,0.7956756341760142,0.8591284013605441,0.016922839966339583,1000
patient_mean,ensemble_mse_l1_retina,f1,0.8790072388831437,0.8559224599553532,0.900628572697454,0.011358377413076022,1000
patient_mean,ensemble_mse_l1_retina,fpr,0.16374269005847952,0.11693564020548608,0.22417032090890968,0.02744619137371722,1000
patient_mean,ensemble_all_base,auroc,0.9283455070880834,0.9076268483323326,0.9471574090819634,0.010204833006010267,1000
patient_mean,ensemble_all_base,accuracy,0.8423357664233576,0.8145985401459854,0.8671897810218978,0.014056242303914333,1000
patient_mean,ensemble_all_base,precision,0.9592760180995475,0.9399002259036144,0.9756151165907263,0.00929385993829632,1000
patient_mean,ensemble_all_base,recall,0.8249027237354085,0.7879998123827392,0.8571428571428571,0.016726337926372813,1000
patient_mean,ensemble_all_base,f1,0.8870292887029289,0.8650934233233043,0.9076347944971375,0.01095258221339437,1000
patient_mean,ensemble_all_base,fpr,0.10526315789473684,0.06585554381433213,0.15296380090497735,0.023048418110468035,1000
patient_max,mse,auroc,0.9061255603340388,0.8827061923468967,0.9287860801656526,0.011579337579329723,1000
patient_max,mse,accuracy,0.5708029197080292,0.5357664233576642,0.6087591240875913,0.019062952293897976,1000
patient_max,mse,precision,0.9954954954954955,0.9851466676518398,1.0,0.004657941398788789,1000
patient_max,mse,recall,0.42996108949416345,0.3892075913667723,0.47233846021653203,0.022419483511891748,1000
patient_max,mse,f1,0.6005434782608695,0.5595249700281049,0.6404350898445387,0.021952561740188226,1000
patient_max,mse,fpr,0.005847953216374269,0.0,0.01899342745861733,0.005949648201073451,1000
patient_max,l1,auroc,0.8406489635242451,0.8091168875233178,0.8705022633103913,0.015755500700397676,1000
patient_max,l1,accuracy,0.47883211678832116,0.4394160583941606,0.5138686131386861,0.019177272500739254,1000
patient_max,l1,precision,0.9815950920245399,0.9570418778340891,1.0,0.010835664260113816,1000
patient_max,l1,recall,0.311284046692607,0.27078791671407443,0.34915066267978306,0.020065984044452683,1000
