patient_aggregation,score_mode,class_name,patient_count,image_count,mean_score,std_score,detected_count,detection_rate
mean,mse,CNV,150,200,0.002898573653478495,0.0010780542756368113,150,1.0
mean,mse,CNV+DME,5,31,0.0027379257873528535,0.0012221842305916906,5,1.0
mean,mse,CNV+DME+DRUSEN,2,9,0.002357169854803942,0.0006688925676884216,2,1.0
mean,mse,CNV+DME+NORMAL,1,5,0.0016001780750229955,,1,1.0
mean,mse,CNV+DRUSEN,9,35,0.0020973522947891066,0.0005109323694919037,9,1.0
mean,mse,CNV+DRUSEN+NORMAL,1,4,0.0018157712474931031,,1,1.0
mean,mse,CNV+NORMAL,10,33,0.0016289036434110518,0.00043640054739321055,8,0.8
mean,mse,DME,145,198,0.0025540686685367135,0.0015953898924057986,133,0.9172413793103448
mean,mse,DME+DRUSEN,8,27,0.0020005655193623775,0.0009351325463221047,6,0.75
mean,mse,DME+NORMAL,6,26,0.001644696187300031,0.0007720073999980208,4,0.6666666666666666
mean,mse,DRUSEN,145,211,0.0013108334551610527,0.0007368418857692449,77,0.5310344827586206
mean,mse,DRUSEN+NORMAL,4,15,0.0009480966213491879,0.0003038879504881386,1,0.25
mean,mse,NORMAL,149,206,0.0008501931904764091,0.00031535695250179123,20,0.1342281879194631
mean,l1,CNV,150,200,0.03141691843916972,0.006121509370810067,148,0.9866666666666667
mean,l1,CNV+DME,5,31,0.030044520894686382,0.003624737075816229,5,1.0
mean,l1,CNV+DME+DRUSEN,2,9,0.028916992666199803,0.003951093126291756,2,1.0
mean,l1,CNV+DME+NORMAL,1,5,0.027617379277944564,,1,1.0
mean,l1,CNV+DRUSEN,9,35,0.026401140692609328,0.0025574212398397104,9,1.0
mean,l1,CNV+DRUSEN+NORMAL,1,4,0.02500421879813075,,1,1.0
mean,l1,CNV+NORMAL,10,33,0.023307770353165412,0.002862676103466419,8,0.8
mean,l1,DME,145,198,0.029400334742947898,0.007937196477204119,127,0.8758620689655172
mean,l1,DME+DRUSEN,8,27,0.026406133171015728,0.004956769245168071,6,0.75
mean,l1,DME+NORMAL,6,26,0.023502560240763522,0.003791055514355467,4,0.6666666666666666
mean,l1,DRUSEN,145,211,0.02214063294374113,0.0041305973173396465,73,0.503448275862069
mean,l1,DRUSEN+NORMAL,4,15,0.02008022349660418,0.00350745439857529,2,0.5
mean,l1,NORMAL,149,206,0.01961930356753086,0.0032706930739432303,38,0.2550335570469799
mean,ssim_error,CNV,150,200,0.2864656251458207,0.06610353087304614,137,0.9133333333333333
mean,ssim_error,CNV+DME,5,31,0.26829996161990693,0.015896188546995014,5,1.0
mean,ssim_error,CNV+DME+DRUSEN,2,9,0.2762756645679474,0.036483871504424774,2,1.0
mean,ssim_error,CNV+DME+NORMAL,1,5,0.28724035024642947,,1,1.0
mean,ssim_error,CNV+DRUSEN,9,35,0.23858569813296449,0.02830492889003973,8,0.8888888888888888
mean,ssim_error,CNV+DRUSEN+NORMAL,1,4,0.23357905447483063,,1,1.0
mean,ssim_error,CNV+NORMAL,10,33,0.20657244211151485,0.0333810195512364,6,0.6
mean,ssim_error,DME,145,198,0.26240538515578743,0.07293638665207294,112,0.7724137931034483
mean,ssim_error,DME+DRUSEN,8,27,0.24976819095512232,0.04002502499067743,8,1.0
mean,ssim_error,DME+NORMAL,6,26,0.21137111267400166,0.03470635833662258,4,0.6666666666666666
mean,ssim_error,DRUSEN,145,211,0.20950338890514023,0.05442293048277724,70,0.4827586206896552
mean,ssim_error,DRUSEN+NORMAL,4,15,0.18973439133593015,0.04384712799783093,2,0.5
mean,ssim_error,NORMAL,149,206,0.1870649738533118,0.051243564108149973,41,0.2751677852348993
mean,mse_ssim_score,CNV,150,200,0.05961198502436581,0.013813818874164566,141,0.94
mean,mse_ssim_score,CNV+DME,5,31,0.05585033370388879,0.003919757875334123,5,1.0
mean,mse_ssim_score,CNV+DME+DRUSEN,2,9,0.057140869460999964,0.007831889919078896,2,1.0
mean,mse_ssim_score,CNV+DME+NORMAL,1,5,0.05872821286320686,,1,1.0
mean,mse_ssim_score,CNV+DRUSEN,9,35,0.04939502207342824,0.00576788277603172,8,0.8888888888888888
mean,mse_ssim_score,CNV+DRUSEN+NORMAL,1,4,0.04816842917352915,,1,1.0
mean,mse_ssim_score,CNV+NORMAL,10,33,0.04261761181322592,0.006937568475564525,6,0.6
mean,mse_ssim_score,DME,145,198,0.05452433272425471,0.015556119570427213,115,0.7931034482758621
mean,mse_ssim_score,DME+DRUSEN,8,27,0.05155409175592164,0.008546143680250784,8,1.0
mean,mse_ssim_score,DME+NORMAL,6,26,0.04358997948852087,0.007366966792885441,4,0.6666666666666666
mean,mse_ssim_score,DRUSEN,145,211,0.04294934522046554,0.011167560165182075,72,0.496551724137931
mean,mse_ssim_score,DRUSEN+NORMAL,4,15,0.03870535588690213,0.009004999686948468,2,0.5
mean,mse_ssim_score,NORMAL,149,206,0.03809315001058665,0.010405731385365852,40,0.2684563758389262
mean,retina_band_mse,CNV,150,200,0.003333115958255913,0.0011714634922216508,149,0.9933333333333333
mean,retina_band_mse,CNV+DME,5,31,0.003353975696696175,0.0018301810978382026,5,1.0
mean,retina_band_mse,CNV+DME+DRUSEN,2,9,0.0029900334804551674,0.0004767854458737886,2,1.0
mean,retina_band_mse,CNV+DME+NORMAL,1,5,0.0019347782246768475,,1,1.0
mean,retina_band_mse,CNV+DRUSEN,9,35,0.002531276655976068,0.0005615657915532552,9,1.0
mean,retina_band_mse,CNV+DRUSEN+NORMAL,1,4,0.0023496751964557916,,1,1.0
mean,retina_band_mse,CNV+NORMAL,10,33,0.0019303175913158895,0.0005063590758049398,8,0.8
mean,retina_band_mse,DME,145,198,0.003016778741797283,0.0018219774277290531,131,0.903448275862069
mean,retina_band_mse,DME+DRUSEN,8,27,0.0022966937050417375,0.00100750287583164,7,0.875
mean,retina_band_mse,DME+NORMAL,6,26,0.0018303922587721091,0.0008876711198135271,4,0.6666666666666666
mean,retina_band_mse,DRUSEN,145,211,0.001617463045422612,0.0009474544287870146,82,0.5655172413793104
mean,retina_band_mse,DRUSEN+NORMAL,4,15,0.0010689909343325,0.00026936028802000786,1,0.25
mean,retina_band_mse,NORMAL,149,206,0.001030782884704595,0.0003639650270769341,17,0.11409395973154363
mean,retina_weighted_mse,CNV,150,200,0.003194865876401897,0.0011254830831351364,149,0.9933333333333333
mean,retina_weighted_mse,CNV+DME,5,31,0.0031416410546646354,0.0016045783875934718,5,1.0
mean,retina_weighted_mse,CNV+DME+DRUSEN,2,9,0.0027794713590992615,0.0005511915333939528,2,1.0
mean,retina_weighted_mse,CNV+DME+NORMAL,1,5,0.0018207400338724256,,1,1.0
mean,retina_weighted_mse,CNV+DRUSEN,9,35,0.0023874794901270254,0.0005390706728347633,9,1.0
mean,retina_weighted_mse,CNV+DRUSEN+NORMAL,1,4,0.0021785531716886908,,1,1.0
mean,retina_weighted_mse,CNV+NORMAL,10,33,0.0018277747984809269,0.00047566970373992616,8,0.8
mean,retina_weighted_mse,DME,145,198,0.002864270245592142,0.0017354389473615106,132,0.9103448275862069
mean,retina_weighted_mse,DME+DRUSEN,8,27,0.002196512980541835,0.0009831725286741652,7,0.875
mean,retina_weighted_mse,DME+NORMAL,6,26,0.0017690414415454374,0.000847947178838974,4,0.6666666666666666
mean,retina_weighted_mse,DRUSEN,145,211,0.0015125183894337969,0.0008611932957145799,82,0.5655172413793104
mean,retina_weighted_mse,DRUSEN+NORMAL,4,15,0.001027613242123542,0.00028273528609213403,1,0.25
mean,retina_weighted_mse,NORMAL,149,206,0.0009664369602955906,0.0003407233084367219,17,0.11409395973154363
mean,topk_mse_5,CNV,150,200,0.03538000929602093,0.013569824514607916,150,1.0
mean,topk_mse_5,CNV+DME,5,31,0.03423915519068639,0.019180134112543424,5,1.0
mean,topk_mse_5,CNV+DME+DRUSEN,2,9,0.028394435602240264,0.007288798701276001,2,1.0
mean,topk_mse_5,CNV+DME+NORMAL,1,5,0.014067908469587564,,1,1.0
mean,topk_mse_5,CNV+DRUSEN,9,35,0.025613963257471218,0.007352232706088846,9,1.0
mean,topk_mse_5,CNV+DRUSEN+NORMAL,1,4,0.022829164983704686,,1,1.0
mean,topk_mse_5,CNV+NORMAL,10,33,0.019755294886861174,0.005857321936580303,8,0.8
mean,topk_mse_5,DME,145,198,0.030583391300905708,0.02158368012853854,138,0.9517241379310345
mean,topk_mse_5,DME+DRUSEN,8,27,0.023749285528901966,0.012063051034574973,6,0.75
mean,topk_mse_5,DME+NORMAL,6,26,0.01996790389862976,0.011205671718764139,4,0.6666666666666666
mean,topk_mse_5,DRUSEN,145,211,0.015457183529704922,0.011398792395601678,76,0.5241379310344828
mean,topk_mse_5,DRUSEN+NORMAL,4,15,0.010045996883751025,0.0030079319683319686,1,0.25
mean,topk_mse_5,NORMAL,149,206,0.008382693462915536,0.004386815206967384,12,0.08053691275167785
mean,topk_mse_10,CNV,150,200,0.02200195898989573,0.008174444887798274,150,1.0
mean,topk_mse_10,CNV+DME,5,31,0.02113052752489845,0.010959803839259237,5,1.0
mean,topk_mse_10,CNV+DME+DRUSEN,2,9,0.01755562792532146,0.004666350828757439,2,1.0
mean,topk_mse_10,CNV+DME+NORMAL,1,5,0.009676531329751015,,1,1.0
mean,topk_mse_10,CNV+DRUSEN,9,35,0.015849752114499332,0.004261256456970269,9,1.0
mean,topk_mse_10,CNV+DRUSEN+NORMAL,1,4,0.013886059867218137,,1,1.0
mean,topk_mse_10,CNV+NORMAL,10,33,0.012277723478508137,0.003498394630699504,8,0.8
mean,topk_mse_10,DME,145,198,0.019141848937704646,0.012780103713480406,136,0.9379310344827586
mean,topk_mse_10,DME+DRUSEN,8,27,0.014697939328228434,0.007448766774074146,6,0.75
mean,topk_mse_10,DME+NORMAL,6,26,0.012348654319251341,0.006626243681708592,4,0.6666666666666666
mean,topk_mse_10,DRUSEN,145,211,0.009455586331865898,0.006426575195292556,75,0.5172413793103449
mean,topk_mse_10,DRUSEN+NORMAL,4,15,0.006415143775354539,0.0019613306705659607,1,0.25
mean,topk_mse_10,NORMAL,149,206,0.005453254261795823,0.0024155372545338555,12,0.08053691275167785
mean,ensemble_mse_l1,CNV,150,200,5.68590384003304,2.5307748610985725,150,1.0
mean,ensemble_mse_l1,CNV+DME,5,31,5.246056432865868,2.5262373679769397,5,1.0
mean,ensemble_mse_l1,CNV+DME+DRUSEN,2,9,4.45769901167232,1.620557598427688,2,1.0
mean,ensemble_mse_l1,CNV+DME+NORMAL,1,5,3.0029952569518232,,1,1.0
mean,ensemble_mse_l1,CNV+DRUSEN,9,35,3.710902092677062,1.1616522806794636,9,1.0
mean,ensemble_mse_l1,CNV+DRUSEN+NORMAL,1,4,3.0605532885476143,,1,1.0
mean,ensemble_mse_l1,CNV+NORMAL,10,33,2.53695219702297,1.0734002714864979,8,0.8
mean,ensemble_mse_l1,DME,145,198,4.8534531043454825,3.635116500790669,132,0.9103448275862069
mean,ensemble_mse_l1,DME+DRUSEN,8,27,3.545375046709368,2.1719971377527973,6,0.75
mean,ensemble_mse_l1,DME+NORMAL,6,26,2.5873515656636084,1.7601503233635984,4,0.6666666666666666
mean,ensemble_mse_l1,DRUSEN,145,211,1.8514515828530578,1.6953824143126754,83,0.5724137931034483
mean,ensemble_mse_l1,DRUSEN+NORMAL,4,15,0.9824671191132109,0.9373945854214861,1,0.25
mean,ensemble_mse_l1,NORMAL,149,206,0.7593091773745357,0.8900985909510516,25,0.16778523489932887
mean,ensemble_mse_l1_ssim,CNV,150,200,4.620772889631084,1.954837898616278,149,0.9933333333333333
mean,ensemble_mse_l1_ssim,CNV+DME,5,31,4.234026013828452,1.7428584217167664,5,1.0
mean,ensemble_mse_l1_ssim,CNV+DME+DRUSEN,2,9,3.7495126314415788,1.2681875600358135,2,1.0
mean,ensemble_mse_l1_ssim,CNV+DME+NORMAL,1,5,2.836155385659344,,1,1.0
mean,ensemble_mse_l1_ssim,CNV+DRUSEN,9,35,3.0576233182189934,0.8336119165831313,9,1.0
mean,ensemble_mse_l1_ssim,CNV+DRUSEN+NORMAL,1,4,2.5982836785241568,,1,1.0
mean,ensemble_mse_l1_ssim,CNV+NORMAL,10,33,2.1101885701023564,0.8607298207326887,8,0.8
mean,ensemble_mse_l1_ssim,DME,145,198,3.9419456896084535,2.731934085071543,128,0.8827586206896552
mean,ensemble_mse_l1_ssim,DME+DRUSEN,8,27,3.0048384640188304,1.610349079133016,7,0.875
mean,ensemble_mse_l1_ssim,DME+NORMAL,6,26,2.168491291889922,1.3074469515520053,4,0.6666666666666666
mean,ensemble_mse_l1_ssim,DRUSEN,145,211,1.6682764222748918,1.3153991833569925,81,0.5586206896551724
mean,ensemble_mse_l1_ssim,DRUSEN+NORMAL,4,15,0.9871843498815822,0.8481226781689615,1,0.25
mean,ensemble_mse_l1_ssim,NORMAL,149,206,0.8246704574680119,0.8165454322963135,30,0.20134228187919462
mean,ensemble_mse_retina,CNV,150,200,6.683508185263968,3.134449156443053,149,0.9933333333333333
mean,ensemble_mse_retina,CNV+DME,5,31,6.43169236412122,4.195117315348756,5,1.0
mean,ensemble_mse_retina,CNV+DME+DRUSEN,2,9,5.36085017958243,1.6947897330867452,2,1.0
mean,ensemble_mse_retina,CNV+DME+NORMAL,1,5,2.8515430460762516,,1,1.0
mean,ensemble_mse_retina,CNV+DRUSEN,9,35,4.388866123728253,1.4861158372253005,9,1.0
mean,ensemble_mse_retina,CNV+DRUSEN+NORMAL,1,4,3.69732864751684,,1,1.0
mean,ensemble_mse_retina,CNV+NORMAL,10,33,2.895732580947106,1.3119099452474727,8,0.8
mean,ensemble_mse_retina,DME,145,198,5.729473293426812,4.775391338063635,131,0.903448275862069
mean,ensemble_mse_retina,DME+DRUSEN,8,27,3.9537566368999864,2.730961535575048,7,0.875
mean,ensemble_mse_retina,DME+NORMAL,6,26,2.808259014065323,2.3366420751729007,4,0.6666666666666666
mean,ensemble_mse_retina,DRUSEN,145,211,1.9910635813978714,2.307891343794012,80,0.5517241379310345
mean,ensemble_mse_retina,DRUSEN+NORMAL,4,15,0.7395573270148756,0.8283339063667705,1,0.25
mean,ensemble_mse_retina,NORMAL,149,206,0.5277052510924766,0.9346979367933703,15,0.10067114093959731
mean,ensemble_mse_ssim_topk,CNV,150,200,6.3923647179711995,2.8242530856225527,150,1.0
mean,ensemble_mse_ssim_topk,CNV+DME,5,31,5.99513162053488,3.466226289910419,5,1.0
mean,ensemble_mse_ssim_topk,CNV+DME+DRUSEN,2,9,4.986272072071674,1.7191984403599783,2,1.0
mean,ensemble_mse_ssim_topk,CNV+DME+NORMAL,1,5,2.670916987510852,,1,1.0
mean,ensemble_mse_ssim_topk,CNV+DRUSEN,9,35,4.202742677963938,1.3683211444909635,9,1.0
mean,ensemble_mse_ssim_topk,CNV+DRUSEN+NORMAL,1,4,3.5621064758022634,,1,1.0
mean,ensemble_mse_ssim_topk,CNV+NORMAL,10,33,2.8862141173904132,1.2335611936136355,8,0.8
mean,ensemble_mse_ssim_topk,DME,145,198,5.370214583278532,4.328841933431323,133,0.9172413793103448
mean,ensemble_mse_ssim_topk,DME+DRUSEN,8,27,3.953597042362655,2.4623440610050484,6,0.75
mean,ensemble_mse_ssim_topk,DME+NORMAL,6,26,2.9513315716728346,2.173703850879462,4,0.6666666666666666
mean,ensemble_mse_ssim_topk,DRUSEN,145,211,2.0856496809384386,2.141946737862348,83,0.5724137931034483
mean,ensemble_mse_ssim_topk,DRUSEN+NORMAL,4,15,1.0001422219676175,0.877351630319123,1,0.25
mean,ensemble_mse_ssim_topk,NORMAL,149,206,0.6995732355037981,0.9255998820364232,19,0.12751677852348994
mean,ensemble_l1_ssim_topk,CNV,150,200,5.021994295828321,2.028131952300781,150,1.0
mean,ensemble_l1_ssim_topk,CNV+DME,5,31,4.69917588664204,2.351758104731079,5,1.0
mean,ensemble_l1_ssim_topk,CNV+DME+DRUSEN,2,9,4.036113329970812,1.268794328088272,2,1.0
mean,ensemble_l1_ssim_topk,CNV+DME+NORMAL,1,5,2.483348636119353,,1,1.0
mean,ensemble_l1_ssim_topk,CNV+DRUSEN,9,35,3.3493177147422744,0.9734022922287546,9,1.0
mean,ensemble_l1_ssim_topk,CNV+DRUSEN+NORMAL,1,4,2.919520270013572,,1,1.0
mean,ensemble_l1_ssim_topk,CNV+NORMAL,10,33,2.3222112765473724,0.952707582299816,8,0.8
mean,ensemble_l1_ssim_topk,DME,145,198,4.2332844923771855,3.087025676502553,132,0.9103448275862069
mean,ensemble_l1_ssim_topk,DME+DRUSEN,8,27,3.211319450613866,1.765549240103496,8,1.0
mean,ensemble_l1_ssim_topk,DME+NORMAL,6,26,2.384786714281525,1.5794364868132031,4,0.6666666666666666
mean,ensemble_l1_ssim_topk,DRUSEN,145,211,1.7925572859440821,1.5806305646446979,89,0.6137931034482759
mean,ensemble_l1_ssim_topk,DRUSEN+NORMAL,4,15,0.957858340048034,0.8064218883168677,1,0.25
mean,ensemble_l1_ssim_topk,NORMAL,149,206,0.7325716192454197,0.7880704069250865,23,0.15436241610738255
mean,ensemble_mse_l1_retina,CNV,150,200,5.665788192448886,2.5303558722270654,149,0.9933333333333333
mean,ensemble_mse_l1_retina,CNV+DME,5,31,5.388502520089683,3.0813881710087148,5,1.0
mean,ensemble_mse_l1_retina,CNV+DME+DRUSEN,2,9,4.5847204192286295,1.444843632064541,2,1.0
mean,ensemble_mse_l1_retina,CNV+DME+NORMAL,1,5,2.808242940672359,,1,1.0
mean,ensemble_mse_l1_retina,CNV+DRUSEN,9,35,3.7361656317670233,1.1720452429897765,9,1.0
mean,ensemble_mse_l1_retina,CNV+DRUSEN+NORMAL,1,4,3.163777091632752,,1,1.0
mean,ensemble_mse_l1_retina,CNV+NORMAL,10,33,2.49413769921754,1.086122923557417,8,0.8
mean,ensemble_mse_l1_retina,DME,145,198,4.869001518282362,3.7771864013255847,130,0.896551724137931
mean,ensemble_mse_l1_retina,DME+DRUSEN,8,27,3.4464906442953858,2.197610410296056,8,1.0
mean,ensemble_mse_l1_retina,DME+NORMAL,6,26,2.4513507692357637,1.8459658107212256,4,0.6666666666666666
mean,ensemble_mse_l1_retina,DRUSEN,145,211,1.7979800510524218,1.8138440245041065,82,0.5655172413793104
mean,ensemble_mse_l1_retina,DRUSEN+NORMAL,4,15,0.7993853167545288,0.8282944763715905,1,0.25
mean,ensemble_mse_l1_retina,NORMAL,149,206,0.6214057517239737,0.8452054056418343,20,0.1342281879194631
mean,ensemble_all_base,CNV,150,200,5.805297236259501,2.50953380313615,150,1.0
mean,ensemble_all_base,CNV+DME,5,31,5.512383379958104,3.200110967612686,5,1.0
mean,ensemble_all_base,CNV+DME+DRUSEN,2,9,4.659147159479157,1.4566751393925317,2,1.0
mean,ensemble_all_base,CNV+DME+NORMAL,1,5,2.6400995425352063,,1,1.0
mean,ensemble_all_base,CNV+DRUSEN,9,35,3.8431780675876817,1.1968741923890251,9,1.0
mean,ensemble_all_base,CNV+DRUSEN+NORMAL,1,4,3.30223035109413,,1,1.0
mean,ensemble_all_base,CNV+NORMAL,10,33,2.603568434183291,1.1083454785924924,8,0.8
mean,ensemble_all_base,DME,145,198,4.929261050071501,3.8440485207008663,132,0.9103448275862069
mean,ensemble_all_base,DME+DRUSEN,8,27,3.565254986628032,2.196430660826344,8,1.0
mean,ensemble_all_base,DME+NORMAL,6,26,2.5987637100196532,1.9312924494784645,4,0.6666666666666666
mean,ensemble_all_base,DRUSEN,145,211,1.8962454185496038,1.9017543959795915,89,0.6137931034482759
mean,ensemble_all_base,DRUSEN+NORMAL,4,15,0.8724034580789258,0.811414430724571,1,0.25
mean,ensemble_all_base,NORMAL,149,206,0.647610600688407,0.8421266591025853,19,0.12751677852348994
max,mse,CNV,150,200,0.0030290243774652482,0.001298622458359083,97,0.6466666666666666
max,mse,CNV+DME,5,31,0.004382707783952356,0.0022844450484859765,3,0.6
max,mse,CNV+DME+DRUSEN,2,9,0.003356671892106533,0.001472132783657842,1,0.5
max,mse,CNV+DME+NORMAL,1,5,0.002816276391968131,,1,1.0
max,mse,CNV+DRUSEN,9,35,0.0032793303382479483,0.001213753780371493,7,0.7777777777777778
max,mse,CNV+DRUSEN+NORMAL,1,4,0.003534924238920212,,1,1.0
max,mse,CNV+NORMAL,10,33,0.002849711594171822,0.0011786544500291055,6,0.6
max,mse,DME,145,198,0.002770577811892947,0.0017903663581260057,64,0.4413793103448276
max,mse,DME+DRUSEN,8,27,0.003119698041700758,0.002147828224633875,5,0.625
max,mse,DME+NORMAL,6,26,0.0030949137872084975,0.0018701019026787931,4,0.6666666666666666
max,mse,DRUSEN,145,211,0.0014156776243531754,0.0008593819469182396,12,0.08275862068965517
max,mse,DRUSEN+NORMAL,4,15,0.0011487241717986763,0.00032062398771971165,0,0.0
max,mse,NORMAL,149,206,0.0008942000292500969,0.0003528990314233675,2,0.013422818791946308
max,l1,CNV,150,200,0.0320672153433164,0.00646305215692193,74,0.49333333333333335
max,l1,CNV+DME,5,31,0.03577133528888225,0.0074406484730321415,3,0.6
max,l1,CNV+DME+DRUSEN,2,9,0.036678655073046684,0.010160227500865851,1,0.5
max,l1,CNV+DME+NORMAL,1,5,0.03601052612066269,,1,1.0
max,l1,CNV+DRUSEN,9,35,0.0335832339608007,0.005378333846235691,5,0.5555555555555556
max,l1,CNV+DRUSEN+NORMAL,1,4,0.03183282911777496,,1,1.0
max,l1,CNV+NORMAL,10,33,0.029780959337949754,0.005969586196200577,4,0.4
max,l1,DME,145,198,0.030426782960521762,0.008658303537463849,56,0.38620689655172413
max,l1,DME+DRUSEN,8,27,0.03180649736896157,0.008555523084110984,4,0.5
max,l1,DME+NORMAL,6,26,0.03029130306094885,0.007266914217438873,3,0.5
max,l1,DRUSEN,145,211,0.02280417324910904,0.00453071977589935,6,0.041379310344827586
max,l1,DRUSEN+NORMAL,4,15,0.02295152610167861,0.004601673083247798,0,0.0
max,l1,NORMAL,149,206,0.020207565659094578,0.0037774368814931635,2,0.013422818791946308
max,ssim_error,CNV,150,200,0.29338247179985044,0.06848258552959043,35,0.23333333333333334
max,ssim_error,CNV+DME,5,31,0.3159715414047241,0.047707115415915435,2,0.4
max,ssim_error,CNV+DME+DRUSEN,2,9,0.36744821071624756,0.06363887526575125,1,0.5
max,ssim_error,CNV+DME+NORMAL,1,5,0.3350600600242615,,0,0.0
max,ssim_error,CNV+DRUSEN,9,35,0.3033679127693176,0.03470546628692546,2,0.2222222222222222
max,ssim_error,CNV+DRUSEN+NORMAL,1,4,0.2732353210449219,,0,0.0
max,ssim_error,CNV+NORMAL,10,33,0.26693745851516726,0.05836377786272564,1,0.1
max,ssim_error,DME,145,198,0.27026078125526165,0.07645281005058799,21,0.14482758620689656
max,ssim_error,DME+DRUSEN,8,27,0.303680457174778,0.05902472388546182,2,0.25
max,ssim_error,DME+NORMAL,6,26,0.2548817992210388,0.049822255391755485,0,0.0
max,ssim_error,DRUSEN,145,211,0.21892928994935135,0.0606578082290684,4,0.027586206896551724
max,ssim_error,DRUSEN+NORMAL,4,15,0.23764264583587646,0.074719495758241,0,0.0
