patient_aggregation,percentile,score_mode,threshold,auroc,accuracy,precision,recall,f1,fpr,tn,fp,fn,tp
max,97,mse_ssim_score,0.07546822175383563,0.7776981363915625,0.30802919708029197,0.9347826086956522,0.08365758754863813,0.15357142857142858,0.017543859649122806,168,3,471,43
max,99,mse_ssim_score,0.0906203424930572,0.7776981363915625,0.27007299270072993,0.9375,0.029182879377431907,0.05660377358490566,0.005847953216374269,170,1,499,15
max,95,retina_band_mse,0.00268285295460369,0.9051357316767924,0.5751824817518248,0.9955555555555555,0.4357976653696498,0.6062246278755075,0.005847953216374269,170,1,290,224
max,97,retina_band_mse,0.00323204801883543,0.9051357316767924,0.49343065693430654,1.0,0.32490272373540857,0.49045521292217326,0.0,171,0,347,167
max,99,retina_band_mse,0.005036363946273885,0.9051357316767924,0.3182481751824818,1.0,0.0914396887159533,0.16755793226381463,0.0,171,0,467,47
max,95,retina_weighted_mse,0.0024879916571079693,0.909743554736387,0.581021897810219,0.9913419913419913,0.4455252918287938,0.614765100671141,0.011695906432748537,169,2,285,229
max,97,retina_weighted_mse,0.002963954303413599,0.909743554736387,0.5080291970802919,1.0,0.3443579766536965,0.5123010130246021,0.0,171,0,337,177
max,99,retina_weighted_mse,0.004786884635686816,0.909743554736387,0.32262773722627736,1.0,0.09727626459143969,0.1773049645390071,0.0,171,0,464,50
max,95,topk_mse_5,0.029112771525978944,0.9410767515416297,0.5372262773722628,0.9949748743718593,0.3852140077821012,0.5553997194950911,0.005847953216374269,170,1,316,198
max,97,topk_mse_5,0.03727286368608466,0.9410767515416297,0.43503649635036495,1.0,0.24708171206225682,0.3962558502340094,0.0,171,0,387,127
max,99,topk_mse_5,0.06241802670061575,0.9410767515416297,0.28905109489051095,1.0,0.05252918287937743,0.09981515711645102,0.0,171,0,487,27
max,95,topk_mse_10,0.017001589387655197,0.9321227842628621,0.5766423357664233,0.995575221238938,0.4377431906614786,0.6081081081081081,0.005847953216374269,170,1,289,225
max,97,topk_mse_10,0.021466913484036856,0.9321227842628621,0.4642335766423358,1.0,0.28599221789883267,0.44478063540090773,0.0,171,0,367,147
max,99,topk_mse_10,0.03552984423935407,0.9321227842628621,0.30656934306569344,1.0,0.07587548638132295,0.1410488245931284,0.0,171,0,475,39
max,95,ensemble_mse_l1,4.577738648102957,0.8859876669624775,0.5620437956204379,0.9908256880733946,0.42023346303501946,0.5901639344262295,0.011695906432748537,169,2,298,216
max,97,ensemble_mse_l1,6.096121580618652,0.8859876669624775,0.45255474452554745,0.9929078014184397,0.2723735408560311,0.42748091603053434,0.005847953216374269,170,1,374,140
max,99,ensemble_mse_l1,9.178213220424562,0.8859876669624775,0.32408759124087594,1.0,0.09922178988326848,0.18053097345132743,0.0,171,0,463,51
max,95,ensemble_mse_l1_ssim,3.953167350856664,0.8697635788563498,0.5416058394160584,0.9901960784313726,0.39299610894941633,0.5626740947075209,0.011695906432748537,169,2,312,202
max,97,ensemble_mse_l1_ssim,5.427075989379132,0.8697635788563498,0.4248175182481752,0.9918032786885246,0.23540856031128404,0.3805031446540881,0.005847953216374269,170,1,393,121
max,99,ensemble_mse_l1_ssim,7.591717551792452,0.8697635788563498,0.3167883211678832,1.0,0.08949416342412451,0.16428571428571428,0.0,171,0,468,46
max,95,ensemble_mse_retina,5.224325073131385,0.9098914601679295,0.5722627737226277,0.9955156950672646,0.43190661478599224,0.6024423337856174,0.005847953216374269,170,1,292,222
max,97,ensemble_mse_retina,6.525710112465729,0.9098914601679295,0.49635036496350365,1.0,0.32879377431906615,0.49487554904831627,0.0,171,0,345,169
max,99,ensemble_mse_retina,11.87462696975228,0.9098914601679295,0.31532846715328466,1.0,0.08754863813229571,0.16100178890876565,0.0,171,0,469,45
max,95,ensemble_mse_ssim_topk,5.156580862511781,0.911359137142467,0.5664233576642336,1.0,0.42217898832684825,0.5937072503419972,0.0,171,0,297,217
max,97,ensemble_mse_ssim_topk,6.627764672293298,0.911359137142467,0.46715328467153283,1.0,0.2898832684824903,0.4494720965309201,0.0,171,0,365,149
max,99,ensemble_mse_ssim_topk,10.660181448321287,0.911359137142467,0.3197080291970803,1.0,0.0933852140077821,0.1708185053380783,0.0,171,0,466,48
